대분류,중분류,소분류,category_code,total_count_en,name,summary,has_photo,cid
Culture,Cultural Facilities,Art Museums/Galleries,Ct9t6m8,57,Space K Seoul,A cultural and artistic sharing space that introduces the flow of contemporary visual arts.,True,ENP4khc7y
Culture,Cultural Facilities,Museums,Cr0q2v2,57,Seoul City Wall Museum,"A museum that introduces the history and value of the Seoul City Wall, which was constructed to display the authority of Hanyang, the capital during the Joseon Dynasty, and to defend against external",True,ENPmvjbam
Culture,Cultural Facilities,Museums,Cr0q2v2,57,Dongdaemun History Museum,A museum that retraces the history of the former Dongdaemun Stadium site.,True,ENPipn2pj
Culture,Cultural Facilities,Museums,Cr0q2v2,57,Dongdaemun Stadium Memorial,"A museum where you can reminisce about the history of Dongdaemun Stadium, which opened as Gyeongseong Stadium during the Japanese colonial period and was demolished in 2007.",True,ENPe4d3g1
Culture,Cultural Facilities,Museums,Cr0q2v2,57,Eunpyeong History Hanok Museum,A place where the history and culture of Eunpyeong and the future of hanok dwell together,True,ENP44b0tv
Culture,Cultural Facilities,Museums,Cr0q2v2,57,Netmarble Game Museum,An interactive game museum,True,ENP6eo011
Culture,Cultural Facilities,Museums,Cr0q2v2,57,Seoul Baekje Children's Museum,The only children's museum in the Gangnam area that exhibits and educates about the ancient history and culture of Seoul's Han River basin,True,ENPeenv2i
Culture,Cultural Facilities,Museums,Cr0q2v2,57,Songpa Book Museum,"Book Culture experiencing through the Five Senses, Songpa Book Museum",True,ENP041926
Culture,Cultural Facilities,Museums,Cr0q2v2,57,Seoul Urban Life Museum,The Seoul Urban Life Museum is a modern life and history museum that focuses on exhibitions and programs that allow guests to reminisce and interact with the memories of Seoul's citizens.,True,ENP038243
Culture,Cultural Facilities,Museums,Cr0q2v2,57,Seoul Museum of Craft,A museum that shares the value of craft and aims to be the key to unlocking the future of craft.,True,ENP038092
Culture,Cultural Facilities,Museums,Cr0q2v2,57,National Aviation Museum of Korea ,"The National Aviation Museum of Korea is the first museum of its kind in Korea and is located on the site of Gimpo Airport in Gangseo-gu, Seoul. The museum consists of various exhibitions and interactive displays where visitors can witness the past, present, and future of aviation come together.",True,ENP038021
Culture,Cultural Facilities,Others Cultural Facilities,Cy6j7j7,20,Art Cube 2R2,An exhibition platform that expands and connects digitally generated art into offline exhibition experiences.,True,ENPhax5cj
Culture,Cultural Facilities,Others Cultural Facilities,Cy6j7j7,20,Dilkusha,"Dilkusha, a red-brick house signifying ""a joyful heart"" in Persian. A historic residence reflecting the lives of the Taylor family who built it a century ago, alongside the elegant narrative embedded",True,ENPhd2f4q
Culture,Cultural Facilities,Others Cultural Facilities,Cy6j7j7,20,Lee Hoe-young Memorial Hall,"A space honoring the independence activist Woodang Lee Hoe-young, his five brothers, and their comrades.",True,ENP8r0zj2
Culture,Cultural Facilities,Others Cultural Facilities,Cy6j7j7,20,Gungisi Relics Exhibition Hall,Exhibiting Gungisi relics and excavated artifacts from the Joseon Dynasty discovered during the construction process of the new Seoul City Hall.,True,ENPxrmedb
Culture,Cultural Facilities,Others Cultural Facilities,Cy6j7j7,20,e-Sports Hall of Fame,An exhibition hall commemorating the achievements of e-Sports players,True,ENPfpky3x
Culture,Cultural Facilities,Others Cultural Facilities,Cy6j7j7,20,The replica of an old mayor’s office,"The office space of past Seoul mayors, including the furniture and office equipment from that time period, has been faithfully reproduced.",True,ENP678cv8
Culture,Cultural Facilities,Others Cultural Facilities,Cy6j7j7,20,Geoan,Handmade wooden furniture specializing in zelkova,True,ENPx138ls
Culture,Cultural Facilities,Others Cultural Facilities,Cy6j7j7,20,Kim Geun-tae Memorial Library-Archives,"A larchiveum, widely opened towards the nature, Kim Geun-tae Memorial Library-Archives",True,ENP041903
Culture,Cultural Facilities,Others Cultural Facilities,Cy6j7j7,20,The Project HUAM,A shared library where visitors can enjoy reading in a comfortable space.,True,ENP039726
Culture,Cultural Facilities,Others Cultural Facilities,Cy6j7j7,20,Book Park Lounge,A book café where everyone can enjoy reading and relaxing.,True,ENP039725
Culture,Education Centers,,Cl2d2s1,12,Cheongwoon Literature Library,Jongno-gu's literature-specialized library built in hanok style,True,ENPojrz90
Culture,Education Centers,,Cl2d2s1,12,Choong Ang High School,The first private high school located in Jongno-gu,True,ENPgcblme
Culture,Education Centers,,Cl2d2s1,12,Hangeul Park Academy,"Specializing in conversation classes, we provide various options, including standard conversation courses, short-term study abroad programs, one-day workshops, and TOPIK (Test of Proficiency in Korean",True,ENP5gy81t
Culture,Education Centers,,Cl2d2s1,12,Seoul Science Museum,"The Seoul Science Museum is a science experiential facility targeting youth, featuring permanent exhibitions, various educational programs, and events.",True,ENPn1ua1r
Culture,Education Centers,,Cl2d2s1,12,Modu School,The Seoul Lifelong Learning Center was reborn as a space for educational and cultural programs for all generations between middle school and 45 years old.,True,ENP035570
Culture,Education Centers,,Cl2d2s1,12,TRYGROUND Studyroom,A study room that is perfect for school work and productivity,True,ENP037194
Culture,Education Centers,,Cl2d2s1,12,Seoul Science Park,"Created to foster children's creativity, Seoul Science Park is an interactive science experience center featuring close to 21 different experience exhibits including a Science Playground (with 24 different exhibits), Eco Experience Center, and Nature Observatory (made up of an agricultural farm and floral garden).",True,ENP031055
Culture,Education Centers,,Cl2d2s1,12,Jeongdok Public Library,The Jeongdok Public Library was established to provide Seoulites and visitors with a space to study and enjoy books.,True,ENP001596
Culture,Education Centers,,Cl2d2s1,12,Gwangnaru Safety Experience Center,The Gwangnaru Safety Experience Center is an experience center that educates the public on disaster response and safety awareness.,True,ENP001912
Culture,Education Centers,,Cl2d2s1,12,Nowon Astronomy and Space Science Museum  ,Nowon Cosmos School is a family-friendly park that is designed to educate children about science and English.,True,ENP002275
Culture,Landmarks,,Cl5y4k0,49,Sogang University,"A campus with beautiful scenery in every season, located at the end of the Gyeongui Line Forest Trail.",True,ENPxe6hpp
Culture,Landmarks,,Cl5y4k0,49,Kyung Hee University Seoul Campus,A Seoul campus that boasts beautiful scenery throughout all four seasons with magnificent Gothic style architecture,True,ENPoty0zx
Culture,Landmarks,,Cl5y4k0,49,Yongmasan Skywalk Observatory,"An extraordinary experience that feels like walking above the forest, offering a panoramic view of both the Seoul cityscape and the woodland.",True,ENP998h6q
Culture,Landmarks,,Cl5y4k0,49,Cheongdamdaegyo Bridge,"Korea’s first double-deck bridge, featured in films and animations",True,ENP87afpd
Culture,Landmarks,,Cl5y4k0,49,Hangang River Bus,"The beginning of a unique journey on the Hangang River, a new water public transportation system",True,ENPmluo32
Culture,Landmarks,,Cl5y4k0,49,Samseong Station Luggage Storage,Samseong Station Luggage Storage,True,ENPfitqa2
Culture,Landmarks,,Cl5y4k0,49,Lotte World Tower Luggage Storage,Lotte World Tower Luggage Storage,True,ENPtdi6q6
Culture,Landmarks,,Cl5y4k0,49,Jamsil Station,Jamsil Station,True,ENPpwo7rk
Culture,Landmarks,,Cl5y4k0,49,Hongdae R1 Red Culture Market,A space where retro vibes meet cultural content,True,ENPidz0r2
Culture,Landmarks,,Cl5y4k0,49,SEOULDAL,A helium balloon that offers the most vivid aerial view of Seoul's nightscape,True,ENPrn1wrn
Culture,Leisure/Sports Centers,,Co0g3x0,27,Jamwon Hangang Park Swimming Pool,A Summer-Only Outdoor Pool in Hangang Park,True,ENP2s8isl
Culture,Leisure/Sports Centers,,Co0g3x0,27,River City Water Ski Park,A Place to Enjoy Water Activities on the Hangang River,True,ENPn0qtcb
Culture,Leisure/Sports Centers,,Co0g3x0,27,Seoul Olympic Stadium,The main stadium of Seoul Sports Complex in Jamsil.,True,ENP67o3xb
Culture,Leisure/Sports Centers,,Co0g3x0,27,Yeouinaru Station Runner Station,Subway sports convenience facility for Han River runners to use before and after workouts,True,ENPh15wjf
Culture,Leisure/Sports Centers,,Co0g3x0,27,Strikezon Seoul Jamsil Stadium,A screen baseball venue where you can experience playing baseball after cheering at a real game,True,ENPqspquw
Culture,Leisure/Sports Centers,,Co0g3x0,27,Healswing Wangsimni(K-Swing),Healswing: Experience Thrilling Extremes in Wangsimni,True,ENPl4rnb2
Culture,Leisure/Sports Centers,,Co0g3x0,27,Ttukseom Windsurfing Park,"A spot for enjoy various water sports such as windsurfing, kayaking, paddle boarding, paddle yoga, and banana boating on the Han River.",True,ENPqkuw4r
Culture,Leisure/Sports Centers,,Co0g3x0,27,Ttukseom Artificial Rock Climbing Wall,Outdoor Artificial Rock Climbing Wall located in Ttukseom Hangang Park,True,ENPbhq8vy
Culture,Leisure/Sports Centers,,Co0g3x0,27,Ttukseom Hangang Park X Game Zone,"X-game Zone where you can enjoy skateboarding, inline skating",True,ENP6zvjr6
Culture,Leisure/Sports Centers,,Co0g3x0,27,Joongrang Camping Site,An experiential park perfect for school and family picnics,True,ENP035307
Culture,Other Cultural Destinations,,Ct4h4b7,32,Samilro Changgo Theater,"A Seoul Future Heritage site and a small-theater-based complex cultural space aiming for performances, exhibitions, and the incubation of young artists.",True,ENP0e0w4k
Culture,Other Cultural Destinations,,Ct4h4b7,32,tvN  broadcasting,A paid broadcasting channel by CJ ENM,True,ENP4zbweb
Culture,Other Cultural Destinations,,Ct4h4b7,32,SBS  broadcasting,A terrestrial commercial broadcasting company,True,ENP3f5lvc
Culture,Other Cultural Destinations,,Ct4h4b7,32,MBC New Headquarters in Sangam-dong,A terrestrial broadcasting company operated by the Foundation for Broadcast Culture,True,ENPnw1hit
Culture,Other Cultural Destinations,,Ct4h4b7,32,LoL Park,The central stadium for e-Sports,True,ENPm73wet
Culture,Other Cultural Destinations,,Ct4h4b7,32,Hanji House,"Hanji workshops in Korea, a specialized space for traditional paper, and a hanji culture promotion center",True,ENP6nkrnk
Culture,Other Cultural Destinations,,Ct4h4b7,32,Hanji House Docent Program/Permanent Experience Program/Hanji Print Studio,"Hanji House Space and Exhibition Explanation Docent Program, Permanent Experience Program, and Hanji Print Studio Experience",True,ENPzncurn
Culture,Other Cultural Destinations,,Ct4h4b7,32,Dongguk Univ.Station,Dongguk Univ.Station,True,ENPw9vnct
Culture,Other Cultural Destinations,,Ct4h4b7,32,HiKR Ground,A multi-cultural complex to enjoy Korean Wave culture,True,ENPitng4e
Culture,Other Cultural Destinations,,Ct4h4b7,32,Graphic by Daishin,A new comic/book cafe with a variety of comic books,True,ENPfynf9l
Culture,Parks,,Ce9z7g9,48,Rooftop Garden (The Roof),"A place where you can enjoy open views and comfortable relaxation in the heart of Seoul, it also serves as a connection between Seoul Station and Seoullo 7017",True,ENPyz09up
Culture,Parks,,Ce9z7g9,48,Inwangsan Shelter in the Woods ,"Inwangsan Shelter in the Woods, a place where you can enjoy the tranquility of reading a book in the forest of Inwangsan Mountain",True,ENPqsaooa
Culture,Parks,,Ce9z7g9,48,Yanghwa Hangang Park,"This location is Yanghwa Hangang Park, offering expansive vistas for you to delight in the stunning scenery.",True,ENPe5w2yc
Culture,Parks,,Ce9z7g9,48,Hyochang Park,"National cultural heritage site, Hyochang Park",True,ENP039707
Culture,Parks,,Ce9z7g9,48,Seoripul Park,"If you'd like to travel somewhere in the city with nature, recreational areas, and walking paths, visit Seoripul Park. Take in the clean fresh air of the forest in the city whose beauty can be felt each season.",True,ENP039706
Culture,Parks,,Ce9z7g9,48,Chundangji Pond,On the rear garden grounds of Changgyeonggung Palace sits Chundangji Pond,True,ENP039629
Culture,Parks,,Ce9z7g9,48,World Cup Park's Dog Park,A space where visitors can have fun running around with their off-leash dog!,True,ENP038861
Culture,Parks,,Ce9z7g9,48,Gyeongui Line Forest Park,"The Gyeongi Line Forest Park is a long section of land including Yeontral Park and Gyeongi Line Book Street, and is a place where you can enjoy green spaces in the city center.",True,ENP037160
Culture,Parks,,Ce9z7g9,48,Gwangjin Forest Naru Park,A community park located at the northern end of the Cheonho-daero Tunnel.,True,ENP037010
Culture,Parks,,Ce9z7g9,48,Seocho Culture & Arts Park,A park built in the third zone of Yangjae Citizens' Forest filled with gorgeous plane trees.,True,ENP036989
Culture,Performance Halls,,Cr1f0k2,27,Arko Kkumbat Theater,A children-centered theater.,True,ENP8kwn54
Culture,Performance Halls,,Cr1f0k2,27,MCKITHAN HOTEL,"A dedicated performance theater for <Sleep No More> Seoul located in Pil-dong, Jung-gu, Seoul.",True,ENPaacet0
Culture,Performance Halls,,Cr1f0k2,27,LG Arts Center Seoul,A performance hall that introduces the flow of contemporary performing arts and engages with both artists and audiences of our time,True,ENPjy51fz
Culture,Performance Halls,,Cr1f0k2,27,BLUE SQUARE ,A must-visit performance venue for musical fans,True,ENP3fknzc
Culture,Performance Halls,,Cr1f0k2,27,National Jeongdong Theater Cecil,"The National Jeongdong Theater of Korea, Cecil, operates a 232-seat performance hall.",True,ENPup1c05
Culture,Performance Halls,,Cr1f0k2,27,CGV Cine Library,CGV Cine Library is the first cinema library and art house to exist in Korea.,True,ENP028334
Culture,Performance Halls,,Cr1f0k2,27,Jeongdong Maru,Unique Venues and it is located in the middle of Seoul down town; Jeongdong-gil in where cultural heritages from Korea’s modern society are located.,True,ENP024710
Culture,Performance Halls,,Cr1f0k2,27,Seoul Donhwamun Traditional Theater,Seoul Donhwamun Traditional Theater is one of the nation's top-notch performance stages specializing in acoustic sound traditional music.,True,ENP024596
Culture,Performance Halls,,Cr1f0k2,27,LATT Children’s Theater,LATT Children’s Theater is the only English-language children's theater in Korea.,True,ENP001478
Culture,Performance Halls,,Cr1f0k2,27,Theater Sanwoollim,"Cultural capital of Korea, famous for Waiting for Godot",True,ENP001747
Culture,Theme Parks,,Cy5h2x9,7,KIDZANIA SEOUL,A career experience theme park where children can explore and experience various occupations in a realistic city setting.,True,ENP3o0027
Culture,Theme Parks,,Cy5h2x9,7,Nowon Light Garden (Old Hwarangdae Station),Enjoy a beautiful free  evening stroll at the Light Garden,True,ENPe3alnl
Culture,Theme Parks,,Cy5h2x9,7,Lotte World Aquarium,Bring the whole family to encounter a wide variety of marine life here at the aquarium in Jamsil-dong!,True,ENP037367
Culture,Theme Parks,,Cy5h2x9,7,Larva Town,"Created by the producers of popular animation Larva, Larva Town is a fun-filled attraction divided into three different spaces: a public resting spot, a character shop, and a cafe.",True,ENP029502
Culture,Theme Parks,,Cy5h2x9,7,Seoul Land ,"Opened in 1988, Seoul Land is Korea's first comprehensive theme park and is composed of five different themed areas: World Plaza, Samcheoli Land, Future Land, Fantasy Land, and Adventure Land. Seoul Land features about 40 different rollercoasters, as well as a fantastic laser show in the evenings and seasonal festivals.",True,ENP001434
Culture,Theme Parks,,Cy5h2x9,7,"SEA LIFE COEX, Seoul Aquarium","SEA LIFE COEX, Seoul Aquarium is one of largest aquariums in Korea.",True,ENP000374
Culture,Theme Parks,,Cy5h2x9,7,Lotte World Adventure,"Opened in 1989, Lotte World is a major recreation complex located in downtown Seoul.",True,ENP002192
Experience Programs,,,Cc9i5o2,101,Korea Fashion Psychology Institute,A Cheongdam-dong personal color salon trusted by luxury brands and designer houses.,True,ENPh6ancr
Experience Programs,,,Cc9i5o2,101,A:muu Hair (Myeongdong A:muu Hair),"A premium hair salon located in Myeongdong, operated by a head director with over 28 years of experience.",True,ENPsbsko1
Experience Programs,,,Cc9i5o2,101,Adellain Jewelry Studio,"An experiential traditional Korean craft-based workshop where you can make one-of-a-kind silver jewelry in Jongno, Seoul, where tradition and modernity blend.",True,ENPhd6ywx
Experience Programs,,,Cc9i5o2,101,Myeongdong Personal Color & Makeup Colorholic,"A specialized consulting space where you can directly experience Korea's personal color analysis, body type analysis, and K-beauty makeup.",True,ENPaijkqu
Experience Programs,,,Cc9i5o2,101,Running Man Experience Center Insadong Branch,"A dynamic experiential attraction that brings the format of the popular entertainment program  exactly offline, allowing you to directly become a <Running Man> member.",True,ENPf78gji
Experience Programs,,,Cc9i5o2,101,Youngchive Seochon Branch,A self-photo booth recording daily life in Seochon.,True,ENPkq5ji1
Experience Programs,,,Cc9i5o2,101,"My Friend Seoul, Seoul Gallery",A complex cultural space where you can experience the future and present of Seoul.,True,ENPg992ys
Experience Programs,,,Cc9i5o2,101,Louis Vuitton Visionary Journeys Seoul,"A complex cultural space where Louis Vuitton's store, exhibition, restaurant, and cafe are harmonized in one place.",True,ENPcztazx
Experience Programs,,,Cc9i5o2,101,Laurel Studio,An ondol floor skincare experience space based on traditional Korean lifestyle culture.,True,ENPwygusk
Experience Programs,,,Cc9i5o2,101,Venue G Aqua 24,"The largest sauna and jjimjilbang in Gangseo gu, Seoul, with an area of 3000 pyeong",True,ENPi88tyg
Experience Programs,Craft Workshops,,Cq3m6s6,17,Seolleim Candle,"A craft studio offering candle making, perfumery, glass art, and a variety of handmade classes",True,ENPiwuy53
Experience Programs,Craft Workshops,,Cq3m6s6,17,Lettering Jewelry Lab,An accessory-making experience inspired by Hangul,True,ENPil6eky
Experience Programs,Craft Workshops,,Cq3m6s6,17,Elburim Tailorshop,A master tailor shop boasting a 40-year history,True,ENPoqlgy2
Experience Programs,Craft Workshops,,Cq3m6s6,17,Seoul Studio,Professionally shot keepsake photos with premium equipment and materials,True,ENP1vsos3
Experience Programs,Craft Workshops,,Cq3m6s6,17,Ceradu Ceramics Studio,Experience a great ceramics workshop in the Gangnam area!,True,ENP034361
Experience Programs,Craft Workshops,,Cq3m6s6,17,Bukchon Woodwork Workshop,A woodcraft workshop in Bukchon where you can take a class to make traditional masks,True,ENP027813
Experience Programs,Craft Workshops,,Cq3m6s6,17,Myung Sin Dang Brush Store,A store of four treasures of the study that grew up with artists,True,ENP025927
Experience Programs,Craft Workshops,,Cq3m6s6,17,Ahwon Workshop,A metal craft store that offers both gallery exhibitions and goods on display,True,ENP025016
Experience Programs,Craft Workshops,,Cq3m6s6,17,Rhee Kitae Traditional Kite Workshop,The Rhee Kitae Traditional Kite Workshop is the place to go to learn about traditional Korean kites.,True,ENP001459
Experience Programs,Craft Workshops,,Cq3m6s6,17,Institution of Natural Dyeing,The Institution of Natural Dyeing educates the public on traditional Korean dyeing methods.,True,ENP005580
Experience Programs,Industrial Sites,,Cr6o1h2,17,Adamo Studio,A high-end tailor that draws customers from all across the country,True,ENP5dtalk
Experience Programs,Industrial Sites,,Cr6o1h2,17,Seolwha Hardware,A 50-year-old hardware store near Namseong Station,True,ENP56qewe
Experience Programs,Industrial Sites,,Cr6o1h2,17,1Million Dance Studio,Introducing Korea's largest dance studio and management agency,True,ENP034360
Experience Programs,Industrial Sites,,Cr6o1h2,17,Seoul AI Hub,The Seoul AI Hub specializes in cultivating and promoting the AI (artificial intelligence) sector in Seoul.,True,ENP023564
Experience Programs,Industrial Sites,,Cr6o1h2,17,Seoul Bio Hub,The Seoul Bio Hub is a support hub for biomedical startup companies.,True,ENP023538
Experience Programs,Industrial Sites,,Cr6o1h2,17,Seoul Startup Hub,"Founded in June 2017, The Seoul Startup Hub is Korea's largest startup incubator.",True,ENP023571
Experience Programs,Industrial Sites,,Cr6o1h2,17,Seoul 50 Plus Southern Campus,Seoul 50 Plus is a continuing education center geared towards people who are aged 50 and older. The southern campus sits at the foot of Gaeungsan Mountain in Seoul.,True,ENP023602
Experience Programs,Industrial Sites,,Cr6o1h2,17,Space 42,Space 42 is a multipurpose jewelry exhibtion venue where jewels and jewelry are showcased and can be purchased,True,ENP022047
Experience Programs,Industrial Sites,,Cr6o1h2,17,Real Kpop Dance,"You can receive personal lessons and group lessons with the direction of back dancers working with famous singers of JYJ, TVXQ, Super Junior, Sinhwa, Jang Woo Hyuk, and IU. It is located near Hongdae with the YG Entertainment building, club performance halls, guesthouse, various shopping stores and restaurants.",True,ENP015408
Experience Programs,Industrial Sites,,Cr6o1h2,17,Boutique Monaco,Boutique Monaco is an avant-gard penthouse and apartment building that has been used as a filming location for Korean TV shows.,True,ENP011869
Experience Programs,Other Experiences,,Cl8f8q1,28,Korea Fashion Psychology Institute,A Cheongdam-dong personal color salon trusted by luxury brands and designer houses.,True,ENPh6ancr
Experience Programs,Other Experiences,,Cl8f8q1,28,Running Man Experience Center Insadong Branch,"A dynamic experiential attraction that brings the format of the popular entertainment program  exactly offline, allowing you to directly become a <Running Man> member.",True,ENPf78gji
Experience Programs,Other Experiences,,Cl8f8q1,28,Youngchive Seochon Branch,A self-photo booth recording daily life in Seochon.,True,ENPkq5ji1
Experience Programs,Other Experiences,,Cl8f8q1,28,"My Friend Seoul, Seoul Gallery",A complex cultural space where you can experience the future and present of Seoul.,True,ENPg992ys
Experience Programs,Other Experiences,,Cl8f8q1,28,Louis Vuitton Visionary Journeys Seoul,"A complex cultural space where Louis Vuitton's store, exhibition, restaurant, and cafe are harmonized in one place.",True,ENPcztazx
Experience Programs,Other Experiences,,Cl8f8q1,28,Pyunkang Yul Flagship and Tea House,A premium tea house and beauty flagship store that harmoniously contains Korean traditional beauty and modern sensibility,True,ENPic1sqq
Experience Programs,Other Experiences,,Cl8f8q1,28,Nowon Railway Village Swiss Pavilion,A miniature exhibition hall reproducing the magnificent scenery of the Swiss Alps,True,ENPx6ew5x
Experience Programs,Other Experiences,,Cl8f8q1,28,Colorholic Personal Color Image Studio,Colorholic is a premium personal color and image consulting center that enhances one’s natural beauty by finding their unique image rather than following trend colors.,True,ENPfg2lhj
Experience Programs,Other Experiences,,Cl8f8q1,28,Print Café Anguk Station Branch,An unmanned print shop,True,ENPz0djo8
Experience Programs,Other Experiences,,Cl8f8q1,28,Seongsu Self Photo Booth,A popular pastime among MZ Generation in Seongsu-dong,True,ENP0cezb3
Experience Programs,Temple Stays,,Cq9d5v0,2,International Seon Center Templestay,"A cultural program where you can experience 1,700 years of Korean Buddhist tradition",True,ENP0pzgtj
Experience Programs,Temple Stays,,Cq9d5v0,2,Templestay Information Center,"The Templestay Information Center offers information on Buddhist temple stays, Buddhist cooking, as well as various cultural activities.",True,ENP019558
Experience Programs,Traditional Experience,,Cd0m9o0,16,Darakbang,A space offering tea experiences and opportunities for cultural enjoyment in a hanok,True,ENPnhju8i
Experience Programs,Traditional Experience,,Cd0m9o0,16,Heesum,A Korean traditional tea class guided by a certified tea master,True,ENP8qrjci
Experience Programs,Traditional Experience,,Cd0m9o0,16,SEOUL CULTURE LOUNGE,Seoul Culture Lounge is a space where you can experience the charms of Korean culture!,True,ENPi8afi4
Experience Programs,Traditional Experience,,Cd0m9o0,16,Hansik Space E:EUM,"Hansik Space E:EUM is a comprehensive space for exhibitions, experiences, promotions, and education related to Hansik (Korean dishes). It comprises Hansik Gallery, Hansik Learning Center, Hansik Educa",True,ENP6lxyy0
Experience Programs,Traditional Experience,,Cd0m9o0,16,Cheyul,"Art works by artisans and modern artists of Korean traditional crafts are displayed and sold, and traditional crafts class using mother-of-pearl is provided.",True,ENP2ikgt3
Experience Programs,Traditional Experience,,Cd0m9o0,16,Seoul Kimchi Academy,"In the Seoul Kimchi Academy, situated in Bukchon Hanok Village, you can craft your delectable kimchi while immersing yourself in the traditional Korean art of kimchi-making.",True,ENP75ls3r
Experience Programs,Traditional Experience,,Cd0m9o0,16,Hyoseong Oriental Medicine Clinic,A one-stop shop for individualized medical care and herbal tea according to body constitution,True,ENPvsi1e5
Experience Programs,Traditional Experience,,Cd0m9o0,16,Samyangtang	,A nostalgic baths and a retro-style café housed in a repurposed inn,True,ENP851vd2
Experience Programs,Traditional Experience,,Cd0m9o0,16,Sangsindang,Premium stamps customized to one’s fortune and destiny,True,ENPnel0nx
Experience Programs,Traditional Experience,,Cd0m9o0,16,ONDO Studio,A quaint workshop where visitors can create their own pottery and porcelain ware!,True,ENP037043
Experience Programs,Wellness,,Cf1y9k1,15,A:muu Hair (Myeongdong A:muu Hair),"A premium hair salon located in Myeongdong, operated by a head director with over 28 years of experience.",True,ENPsbsko1
Experience Programs,Wellness,,Cf1y9k1,15,Adellain Jewelry Studio,"An experiential traditional Korean craft-based workshop where you can make one-of-a-kind silver jewelry in Jongno, Seoul, where tradition and modernity blend.",True,ENPhd6ywx
Experience Programs,Wellness,,Cf1y9k1,15,Myeongdong Personal Color & Makeup Colorholic,"A specialized consulting space where you can directly experience Korea's personal color analysis, body type analysis, and K-beauty makeup.",True,ENPaijkqu
Experience Programs,Wellness,,Cf1y9k1,15,Laurel Studio,An ondol floor skincare experience space based on traditional Korean lifestyle culture.,True,ENPwygusk
Experience Programs,Wellness,,Cf1y9k1,15,Venue G Aqua 24,"The largest sauna and jjimjilbang in Gangseo gu, Seoul, with an area of 3000 pyeong",True,ENPi88tyg
Experience Programs,Wellness,,Cf1y9k1,15,VOCspa,"VOCspa in Gangnam, a must visit healing spot for travelers in Seoul, is a premium spa that offers various types of massage and facial care using the French luxury brand THALGO.",True,ENP0chi2z
Experience Programs,Wellness,,Cf1y9k1,15,Park Habio Water Kingdom Water Park & Jjimjil Spa,Indoor water park and jjimjilbang to enjoy in the city center,True,ENP0jakmu
Experience Programs,Wellness,,Cf1y9k1,15,SPA GOGYEOL,A spa that restores natural skin texture through traditional Korean water-based therapy,True,ENPccgonx
Experience Programs,Wellness,,Cf1y9k1,15,Dr.FORHAIR Care Lab,Dr.FORHAIR's Scalp and Hair Loss Specialist Center,True,ENPwi2gw4
Experience Programs,Wellness,,Cf1y9k1,15,Bongil Spa Land,"Opened in 2017, Bongil Spa Land is the only spa to have alkaline hot spring water in the southwestern region of Seoul.",True,ENP028036
Festivals/Events/Performances,,,Cv7s8m5,1109,Yongsan Art Hall,"A culture and arts space capable of hosting large-scale performances, providing opportunities to enjoy diverse cultures.",True,ENPu7606j
Festivals/Events/Performances,,,Cv7s8m5,1109,2026 Yeowoorak Festival,This summer! Dive into the sea of our music! The National Theater of Korea's representative summer festival.,True,ENPocnv9w
Festivals/Events/Performances,,,Cv7s8m5,1109,Local Trip Gourmet Pop-UP,The most delicious way to find your next travel destination: The taste and charm of the region encountered at the regional tourism antenna shop.,True,ENP4p11lw
Festivals/Events/Performances,,,Cv7s8m5,1109,2026 Namsan Summer Festival,A summer-specialized festival held around Namsan Park,True,ENPhhpmd3
Festivals/Events/Performances,,,Cv7s8m5,1109,2026 Donhwamun Traditional Culture Festa,"A complex small-scale festival combining performances, exhibitions, and crafts alongside cultural artists in the field of Korean tradition.",True,ENPzqncck
Festivals/Events/Performances,,,Cv7s8m5,1109,GAME AiCON Seoul 2026,GAME AiCON 2026 is a B2B-focused event designed for Asian game publishing and global partnerships.,True,ENP9byb55
Festivals/Events/Performances,,,Cv7s8m5,1109,2026 Seoul Tourism Food Festival (Picnic on the Bridge),The one and only K-gastronomy festival unfolding on the Hangang Jamsu Bridge! Seoul Tourism Food Festival.,True,ENPif3oia
Festivals/Events/Performances,,,Cv7s8m5,1109,2026 N Seoul Tower Global Night Walk,A unique experience of walking while simultaneously feeling the sparkling night view of downtown Seoul and the sensibility of Namsan Mountain.,True,ENP8s9qmk
Festivals/Events/Performances,,,Cv7s8m5,1109,2026 Seoul Taekwondo Performance,A Taekwondo performance enjoyed in the center of Seoul!,True,ENPd5mmfg
Festivals/Events/Performances,,,Cv7s8m5,1109,Pokemon Secret Forest,A character pop-up garden where urban nature and Pokemon harmonize.,True,ENPcrjas7
Festivals/Events/Performances,Events,,Cf9q1q4,139,Hohojae Seoul,A Hanok Gallery that introduces contemporary Korean artists.,True,ENPbnvhzx
Festivals/Events/Performances,Events,,Cf9q1q4,139,"Touch Me Tell, A Children's Exhibition at Seoul Museum of Art by Melanie Bonajo",How many people do we interact with each day? Is holding hands an act of intimacy? You are invited to perceive your emotions in this Touch Me Tell exhibition. This exhibition is about realizing and ac,True,ENPi7ar6v
Festivals/Events/Performances,Events,,Cf9q1q4,139,Reflective Space: Void Towards The Realm of The Mind,The Vivian Choi Gallery has been holding the Reflective Space: Void Towards The Realm of The Mind exhibition since March 16th,True,ENP4i105w
Festivals/Events/Performances,Events,,Cf9q1q4,139,[S-TCEP] Bag & Shoes Loved by Celebrities,"An exhibition looking back on bag and shoe trends led by Michael Jordan, Michael Jackson, and other celebrities of the past",True,ENPlim9ah
